12,3
12,4
12,5
12,6
12,7
12,8
12,9
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,24
12,26
12,27
12,28
13,3
13,4
13,5
13,6
13,7
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,26
13,27
13,28
14,3
14,4
14,5
14,6
14,7
14,8
14,9
14,10
14,11
14,12
14,13
14,14
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
14,24
14,26
14,27
14,28
15,3
15,4
15,5
15,6
15,7
15,8
15,9
15,10
15,11
15,12
15,13
15,14
15,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,24
15,26
15,27
16,3
16,4
16,5
16,6
16,7
16,8
16,9
16,10
16,11
16,12
16,13
16,14
16,15
16,16
16,17
16,18
16,19
16,20
16,21
16,22
16,23
16,24
16,26
16,27
17,3
17,4
17,5
17,6
17,7
17,8
17,9
17,10
17,11
17,12
17,13
17,14
17,15
17,16
17,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,26
17,27
18,3
18,4
18,5
18,6
18,7
18,8
18,9
18,10
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,26
18,27
19,3
19,4
19,5
19,6
19,7
19,8
19,9
19,10
19,11
19,12
19,13
19,14
19,15
19,16
19,17
19,18
19,19
19,20
19,21
19,22
19,23
19,24
19,26
19,27
20,3
20,4
20,5
20,6
20,7
20,8
20,9
20,10
20,11
20,12
20,13
20,14
20,15
20,16
20,17
20,18
20,19
20,20
20,21
20,22
20,23
20,24
20,26
20,27
19,28
20,28
21,3
21,4
21,5
21,6
21,7
21,8
21,9
21,10
21,11
21,12
21,13
21,14
21,15
21,16
21,17
21,18
21,19
21,20
21,21
21,22
21,23
21,24
21,26
21,27
21,28
22,3
22,4
22,5
22,6
22,7
22,8
22,9
22,10
22,11
22,12
22,13
22,14
22,15
22,16
22,17
22,18
22,19
22,20
22,21
22,22
22,23
22,24
22,26
22,27
22,28
23,3
23,4
23,5
23,6
23,7
23,8
23,9
23,10
23,11
23,12
23,13
23,14
23,15
23,16
23,17
23,18
23,19
23,20
23,21
23,22
23,23
23,24
23,26
23,27
24,3
24,4
24,5
24,6
24,7
24,8
24,9
24,10
24,11
24,12
24,13
24,14
24,15
24,16
24,17
24,18
24,19
24,20
24,21
24,22
24,23
24,24
24,26
24,27
25,3
25,4
25,5
25,6
25,7
25,8
25,9
25,10
25,11
25,12
25,13
25,14
25,15
25,16
25,17
25,18
25,19
25,20
25,21
25,22
25,23
25,24
25,26
25,27
26,3
26,4
26,5
26,6
26,7
26,8
26,9
26,10
26,11
26,12
26,13
26,14
26,15
26,16
26,17
26,18
26,19
26,20
26,21
26,22
26,23
26,24
26,26
26,27
27,3
27,4
27,5
27,6
27,7
27,12
27,13
27,14
27,15
27,16
27,17
27,18
27,19
27,20
27,21
27,22
27,23
27,24
26,25
27,25
27,26
27,27
27,28
27,29
27,30
28,30
27,31
26,30
28,31
27,32
26,31
28,32
27,33
26,32
28,33
27,34
26,33
28,34
27,35
26,34
28,35
27,36
26,35
28,36
27,37
26,36
28,37
27,38
26,37
28,38
27,39
26,38
28,39
27,40
26,39
28,40
27,41
26,40
28,41
27,42
26,41
28,42
27,43
26,42
28,43
27,44
26,43
28,44
27,45
26,44
28,45
27,46
26,45
28,46
27,47
26,46
28,47
27,48
26,47
28,48
27,49
26,48
28,49
27,50
26,49
28,50
27,51
26,50
28,51
27,52
26,51
28,52
27,53
26,52
28,53
27,54
26,53
28,54
27,55
26,54
28,55
27,56
26,55
28,56
27,57
26,56
28,57
27,58
26,57
28,58
27,59
26,58
28,59
27,60
26,59
28,60
27,61
26,60
28,61
27,62
26,61
28,62
27,63
26,62
28,63
26,63
29,62
29,63
30,62
30,63
31,62
31,63
32,62
31,61
32,63
33,62
32,61
33,63
34,62
33,61
34,63
35,62
34,61
35,63
36,62
35,61
36,63
37,62
36,61
37,63
38,62
37,61
38,63
39,62
38,61
39,63
40,62
39,61
40,63
41,62
40,61
41,63
42,62
41,61
42,63
43,62
42,61
43,63
44,62
43,61
44,63
45,62
44,61
45,63
46,62
45,61
46,63
47,62
46,61
47,63
48,62
47,61
48,63
49,62
48,61
49,63
50,62
50,63
51,62
51,63
52,62
52,63
53,62
53,63
54,62
54,63
55,62
55,63
56,62
56,63
57,62
57,63
58,62
58,63
59,62
59,63
60,62
60,63
61,63
62,63
63,63
